epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,80.8663,0.76457,0.38383,0.90116,0.9839,0.98814,0.99203,0.8038,0.80398,0.36348,0.91244,0.00096832,0.00096832,0.00096832
18,85.5987,0.77383,0.39865,0.90215,0.9814,0.97775,0.99241,0.79018,0.87099,0.38701,0.94708,0.00096634,0.00096634,0.00096634
19,90.3265,0.7841,0.39973,0.90672,0.98759,0.99043,0.99459,0.812,0.79606,0.35513,0.91333,0.00096436,0.00096436,0.00096436
20,95.0905,0.76221,0.39311,0.89794,0.99181,0.99451,0.99471,0.80367,0.78882,0.34636,0.9067,0.00096238,0.00096238,0.00096238
21,99.8366,0.7569,0.38617,0.8972,0.9807,0.9823,0.99368,0.80051,0.8054,0.36859,0.91238,0.0009604,0.0009604,0.0009604
22,104.581,0.76256,0.38496,0.90038,0.98755,0.98452,0.9942,0.79183,0.82943,0.35813,0.91922,0.00095842,0.00095842,0.00095842
23,109.299,0.7606,0.37567,0.89758,0.98307,0.98707,0.99114,0.79444,0.82563,0.35875,0.91812,0.00095644,0.00095644,0.00095644
24,114.027,0.76847,0.38222,0.89943,0.9788,0.98794,0.99286,0.79065,0.85004,0.37851,0.92671,0.00095446,0.00095446,0.00095446
25,118.722,0.76703,0.3841,0.89894,0.9852,0.98695,0.99358,0.79399,0.83431,0.36344,0.92287,0.00095248,0.00095248,0.00095248
26,123.455,0.7395,0.37455,0.89515,0.98848,0.99557,0.99379,0.79457,0.82876,0.35373,0.92497,0.0009505,0.0009505,0.0009505
27,128.161,0.76259,0.39117,0.90481,0.97999,0.96528,0.98919,0.77831,0.86684,0.40496,0.94228,0.00094852,0.00094852,0.00094852
28,132.869,0.75478,0.38127,0.89606,0.9859,0.99096,0.99353,0.79392,0.82711,0.36602,0.92219,0.00094654,0.00094654,0.00094654
29,137.589,0.75208,0.38284,0.90024,0.97868,0.98546,0.98786,0.78201,0.88172,0.38105,0.95067,0.00094456,0.00094456,0.00094456
30,142.34,0.74426,0.37754,0.89029,0.98702,0.99283,0.9923,0.78905,0.86417,0.36519,0.94658,0.00094258,0.00094258,0.00094258
31,147.069,0.7412,0.38016,0.89714,0.98124,0.9824,0.99231,0.78941,0.84174,0.37851,0.93288,0.0009406,0.0009406,0.0009406
32,151.799,0.75961,0.38717,0.89901,0.98538,0.99194,0.9941,0.79614,0.83874,0.3606,0.937,0.00093862,0.00093862,0.00093862
33,156.468,0.74288,0.37596,0.88919,0.9876,0.9836,0.99348,0.79087,0.83546,0.36446,0.92536,0.00093664,0.00093664,0.00093664
34,161.089,0.73717,0.36781,0.8949,0.98876,0.98882,0.99167,0.7831,0.84318,0.3566,0.93275,0.00093466,0.00093466,0.00093466
35,165.696,0.72992,0.36948,0.89109,0.98081,0.97618,0.99024,0.79285,0.85668,0.37683,0.93805,0.00093268,0.00093268,0.00093268
36,170.353,0.72702,0.37202,0.88048,0.9746,0.99054,0.99326,0.77868,0.91547,0.38537,0.96643,0.0009307,0.0009307,0.0009307
37,174.982,0.72462,0.37119,0.88938,0.99078,0.99013,0.99428,0.80114,0.81783,0.35014,0.92149,0.00092872,0.00092872,0.00092872
38,179.632,0.75342,0.38011,0.89643,0.99045,0.98787,0.99197,0.78167,0.86345,0.3611,0.93772,0.00092674,0.00092674,0.00092674
39,184.242,0.74923,0.38028,0.89529,0.98239,0.99026,0.99243,0.78341,0.86569,0.36443,0.93682,0.00092476,0.00092476,0.00092476
40,188.893,0.73033,0.36763,0.88978,0.98807,0.98959,0.99355,0.77966,0.88117,0.35826,0.9395,0.00092278,0.00092278,0.00092278
41,193.549,0.73239,0.36928,0.8849,0.9888,0.99521,0.99356,0.79287,0.84135,0.35004,0.9264,0.0009208,0.0009208,0.0009208
42,198.206,0.72711,0.376,0.87931,0.99198,0.98968,0.9925,0.78865,0.86842,0.36532,0.944,0.00091882,0.00091882,0.00091882
43,202.892,0.71779,0.36762,0.87829,0.98734,0.99005,0.99398,0.80331,0.81788,0.35069,0.92245,0.00091684,0.00091684,0.00091684
44,207.569,0.69604,0.35713,0.87687,0.98094,0.99171,0.99247,0.78269,0.86254,0.36585,0.93811,0.00091486,0.00091486,0.00091486
45,212.212,0.69365,0.35488,0.88018,0.98927,0.9892,0.9921,0.78622,0.86812,0.36056,0.94829,0.00091288,0.00091288,0.00091288
46,216.872,0.70233,0.36163,0.88145,0.97261,0.9727,0.99256,0.78893,0.87048,0.38047,0.94621,0.0009109,0.0009109,0.0009109
47,221.538,0.69654,0.35807,0.87641,0.97956,0.98821,0.99042,0.79383,0.85021,0.36944,0.93746,0.00090892,0.00090892,0.00090892
48,226.206,0.70822,0.35856,0.87825,0.98847,0.97531,0.99302,0.78191,0.88348,0.36969,0.9518,0.00090694,0.00090694,0.00090694
49,230.89,0.69249,0.35345,0.87828,0.984,0.9863,0.99098,0.78583,0.86017,0.36484,0.94669,0.00090496,0.00090496,0.00090496
50,235.779,0.69842,0.36014,0.88022,0.98469,0.98352,0.99025,0.77413,0.89391,0.38442,0.95379,0.00090298,0.00090298,0.00090298
51,240.693,0.70117,0.36126,0.87872,0.9836,0.99166,0.99118,0.78252,0.86687,0.35966,0.94293,0.000901,0.000901,0.000901
52,245.965,0.69694,0.35596,0.8775,0.97489,0.98953,0.99016,0.77265,0.89551,0.37199,0.95517,0.00089902,0.00089902,0.00089902
53,255.134,0.69809,0.35643,0.87921,0.98589,0.98028,0.98709,0.78429,0.85272,0.36585,0.9417,0.00089704,0.00089704,0.00089704
54,261.127,0.6861,0.34889,0.88089,0.98251,0.98374,0.99058,0.78939,0.89275,0.36994,0.96124,0.00089506,0.00089506,0.00089506
55,265.796,0.6868,0.35038,0.88323,0.98715,0.98364,0.99146,0.78278,0.90086,0.36751,0.96117,0.00089308,0.00089308,0.00089308
56,270.478,0.69519,0.35655,0.87863,0.98895,0.9858,0.99105,0.78202,0.88655,0.36307,0.95367,0.0008911,0.0008911,0.0008911
57,275.112,0.69283,0.35583,0.87308,0.98683,0.99083,0.99159,0.79543,0.86983,0.36048,0.94084,0.00088912,0.00088912,0.00088912
58,279.783,0.67045,0.34671,0.87123,0.99081,0.98933,0.99072,0.77737,0.87311,0.36264,0.94621,0.00088714,0.00088714,0.00088714
59,284.464,0.69059,0.35734,0.87317,0.98643,0.98421,0.99014,0.78503,0.87086,0.37242,0.94107,0.00088516,0.00088516,0.00088516
60,289.153,0.67917,0.35431,0.87352,0.9795,0.98036,0.98834,0.781,0.85567,0.37706,0.93806,0.00088318,0.00088318,0.00088318
61,293.824,0.68326,0.35295,0.87065,0.97927,0.98844,0.99196,0.77532,0.91498,0.36752,0.96772,0.0008812,0.0008812,0.0008812
62,298.513,0.67998,0.35687,0.86731,0.98501,0.97522,0.99166,0.77294,0.91482,0.37442,0.97008,0.00087922,0.00087922,0.00087922
63,303.167,0.68206,0.3502,0.86963,0.98101,0.99078,0.99023,0.77587,0.89423,0.37055,0.95738,0.00087724,0.00087724,0.00087724
64,307.834,0.67982,0.34856,0.87842,0.98604,0.98644,0.99113,0.78139,0.89241,0.36335,0.95681,0.00087526,0.00087526,0.00087526
65,312.498,0.66791,0.34539,0.86682,0.98685,0.98292,0.99113,0.78369,0.87365,0.36644,0.95116,0.00087328,0.00087328,0.00087328
66,317.132,0.67256,0.3496,0.86941,0.99192,0.99413,0.99304,0.78495,0.87914,0.35433,0.95441,0.0008713,0.0008713,0.0008713
67,321.746,0.6763,0.35415,0.87014,0.98602,0.98616,0.98918,0.77723,0.90174,0.38778,0.96159,0.00086932,0.00086932,0.00086932
68,326.43,0.67398,0.3491,0.87293,0.99248,0.99068,0.99295,0.78107,0.8787,0.35542,0.94857,0.00086734,0.00086734,0.00086734
69,331.074,0.65621,0.33857,0.86248,0.98748,0.99597,0.99272,0.77735,0.90368,0.35276,0.96147,0.00086536,0.00086536,0.00086536
70,335.733,0.69235,0.35286,0.87708,0.98853,0.99191,0.99086,0.78093,0.88401,0.36879,0.96301,0.00086338,0.00086338,0.00086338
71,340.367,0.67818,0.35223,0.86809,0.9864,0.98646,0.99185,0.77364,0.91917,0.37763,0.97544,0.0008614,0.0008614,0.0008614
72,345.037,0.67446,0.34262,0.87028,0.98385,0.98294,0.9865,0.77268,0.89755,0.38379,0.96316,0.00085942,0.00085942,0.00085942
73,349.705,0.66505,0.34444,0.8678,0.99013,0.99121,0.98933,0.77998,0.88696,0.36068,0.95732,0.00085744,0.00085744,0.00085744
74,354.383,0.64986,0.34294,0.86647,0.98987,0.98872,0.99212,0.78775,0.87379,0.35566,0.95183,0.00085546,0.00085546,0.00085546
75,359.02,0.65001,0.33504,0.86392,0.9899,0.98946,0.99195,0.77846,0.8977,0.36006,0.95785,0.00085348,0.00085348,0.00085348
76,363.736,0.65395,0.33989,0.86666,0.98815,0.99078,0.99021,0.78015,0.89792,0.37273,0.96492,0.0008515,0.0008515,0.0008515
77,368.453,0.65495,0.33753,0.86337,0.98876,0.97018,0.98945,0.76956,0.90007,0.38768,0.96209,0.00084952,0.00084952,0.00084952
78,373.17,0.657,0.34838,0.85948,0.98708,0.98746,0.98797,0.77895,0.88427,0.36626,0.95711,0.00084754,0.00084754,0.00084754
79,377.826,0.63906,0.33983,0.86609,0.98471,0.98724,0.9922,0.78168,0.91315,0.37487,0.96952,0.00084556,0.00084556,0.00084556
80,382.563,0.64653,0.3324,0.86294,0.9861,0.98868,0.98839,0.78054,0.87676,0.36763,0.95664,0.00084358,0.00084358,0.00084358
81,387.255,0.64371,0.32961,0.86083,0.98474,0.98727,0.99101,0.783,0.89165,0.355,0.9582,0.0008416,0.0008416,0.0008416
82,391.971,0.63619,0.32939,0.85929,0.98059,0.98531,0.988,0.78282,0.91034,0.38001,0.96355,0.00083962,0.00083962,0.00083962
83,396.654,0.63649,0.32591,0.86002,0.98702,0.98641,0.98977,0.77549,0.93066,0.36927,0.97691,0.00083764,0.00083764,0.00083764
84,401.367,0.63869,0.32507,0.85931,0.98686,0.9796,0.9901,0.76873,0.9304,0.37501,0.97577,0.00083566,0.00083566,0.00083566
85,406.049,0.63833,0.32975,0.86185,0.98425,0.98281,0.98949,0.78061,0.90369,0.36755,0.96641,0.00083368,0.00083368,0.00083368
86,410.74,0.63285,0.32493,0.85941,0.9886,0.98903,0.99237,0.78482,0.90687,0.35515,0.96467,0.0008317,0.0008317,0.0008317
87,415.408,0.6349,0.32735,0.86085,0.9887,0.98688,0.98976,0.78322,0.88939,0.37414,0.9594,0.00082972,0.00082972,0.00082972
88,420.131,0.64617,0.33047,0.865,0.98968,0.98521,0.99106,0.77451,0.88973,0.36166,0.95852,0.00082774,0.00082774,0.00082774
89,424.844,0.62907,0.32468,0.8583,0.99298,0.99004,0.99154,0.77862,0.89482,0.35999,0.95967,0.00082576,0.00082576,0.00082576
90,429.546,0.64018,0.33244,0.86092,0.98336,0.98944,0.98972,0.77891,0.88894,0.35937,0.96145,0.00082378,0.00082378,0.00082378
91,434.26,0.61546,0.31792,0.8507,0.9802,0.99055,0.99113,0.76825,0.92127,0.36655,0.97132,0.0008218,0.0008218,0.0008218
92,438.959,0.61855,0.32095,0.85649,0.98825,0.98894,0.99192,0.79296,0.85718,0.35127,0.94851,0.00081982,0.00081982,0.00081982
93,443.655,0.61485,0.32773,0.85445,0.98882,0.99161,0.98956,0.787,0.88231,0.35637,0.95676,0.00081784,0.00081784,0.00081784
94,448.315,0.62531,0.3283,0.85994,0.99025,0.98268,0.9904,0.77888,0.88697,0.36257,0.96501,0.00081586,0.00081586,0.00081586
95,453.001,0.62897,0.32583,0.85971,0.98996,0.9858,0.99118,0.7763,0.89616,0.36892,0.97114,0.00081388,0.00081388,0.00081388
96,457.694,0.62919,0.32965,0.8622,0.98438,0.98985,0.99115,0.78048,0.91034,0.37752,0.97228,0.0008119,0.0008119,0.0008119
97,462.388,0.62099,0.33044,0.85248,0.9883,0.98865,0.9917,0.77312,0.90175,0.36634,0.96805,0.00080992,0.00080992,0.00080992
98,467.131,0.62576,0.33227,0.85787,0.98799,0.98678,0.99061,0.78319,0.89498,0.36002,0.96637,0.00080794,0.00080794,0.00080794
99,471.814,0.62226,0.32241,0.84964,0.98012,0.9864,0.98696,0.77255,0.903,0.37917,0.96839,0.00080596,0.00080596,0.00080596
100,476.549,0.6126,0.31682,0.85694,0.97794,0.98304,0.99024,0.77106,0.93212,0.37353,0.99005,0.00080398,0.00080398,0.00080398
101,481.284,0.61404,0.31652,0.85212,0.98547,0.98303,0.98821,0.77666,0.9018,0.36458,0.9698,0.000802,0.000802,0.000802
