epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,890.89,0.64829,0.33202,0.87067,0.98663,0.98101,0.9916,0.75083,0.96287,0.37817,0.98073,0.00068914,0.00068914,0.00068914
159,896.145,0.64753,0.33236,0.86833,0.98229,0.97961,0.99088,0.7557,0.97082,0.38092,0.98221,0.00068716,0.00068716,0.00068716
160,901.484,0.64579,0.33068,0.86479,0.97943,0.98014,0.99161,0.75708,0.94944,0.37615,0.96438,0.00068518,0.00068518,0.00068518
161,906.779,0.65483,0.33455,0.87244,0.98273,0.97457,0.99131,0.75206,0.9596,0.384,0.9739,0.0006832,0.0006832,0.0006832
162,912.122,0.65299,0.33288,0.86543,0.9827,0.97193,0.99227,0.74993,0.96309,0.39487,0.97649,0.00068122,0.00068122,0.00068122
163,917.344,0.65838,0.33364,0.86825,0.9873,0.97792,0.9889,0.74605,0.95231,0.41152,0.97408,0.00067924,0.00067924,0.00067924
164,922.669,0.64281,0.32923,0.86179,0.9904,0.9805,0.99171,0.75443,0.95345,0.37996,0.97752,0.00067726,0.00067726,0.00067726
165,927.967,0.65525,0.33189,0.86907,0.98605,0.97357,0.99178,0.74178,0.97747,0.39173,0.98436,0.00067528,0.00067528,0.00067528
166,933.315,0.63696,0.32815,0.86221,0.98109,0.9799,0.99242,0.74594,0.96548,0.38052,0.97746,0.0006733,0.0006733,0.0006733
167,938.643,0.63557,0.32939,0.8557,0.97941,0.97716,0.99228,0.74916,0.95907,0.38652,0.97817,0.00067132,0.00067132,0.00067132
168,944.099,0.62936,0.3299,0.8615,0.96438,0.96853,0.98946,0.74698,0.96159,0.40619,0.98513,0.00066934,0.00066934,0.00066934
169,949.721,0.62775,0.32522,0.86806,0.98192,0.97056,0.98943,0.74959,0.94968,0.40513,0.97649,0.00066736,0.00066736,0.00066736
170,956.307,0.63192,0.32854,0.8602,0.98517,0.97651,0.99168,0.75344,0.95331,0.39255,0.97825,0.00066538,0.00066538,0.00066538
171,963.18,0.63606,0.33301,0.86498,0.98655,0.97348,0.9915,0.74786,0.95872,0.39316,0.97196,0.0006634,0.0006634,0.0006634
172,969.897,0.62402,0.32746,0.86247,0.98323,0.97739,0.98968,0.74306,0.97192,0.39347,0.98526,0.00066142,0.00066142,0.00066142
173,977.109,0.64199,0.33488,0.8681,0.97783,0.97554,0.98967,0.74715,0.96139,0.38805,0.98417,0.00065944,0.00065944,0.00065944
174,984.434,0.62601,0.32594,0.86127,0.98003,0.97382,0.99017,0.75291,0.94519,0.38373,0.98162,0.00065746,0.00065746,0.00065746
175,992.093,0.61514,0.32034,0.8576,0.98878,0.97502,0.99092,0.73689,0.97301,0.37358,0.98051,0.00065548,0.00065548,0.00065548
176,1000.56,0.6217,0.32148,0.85869,0.98837,0.9813,0.99193,0.75147,0.96289,0.37285,0.97863,0.0006535,0.0006535,0.0006535
177,1009.12,0.62844,0.32677,0.86118,0.99044,0.97683,0.99155,0.7478,0.96131,0.37578,0.97625,0.00065152,0.00065152,0.00065152
178,1018.33,0.63188,0.32761,0.8596,0.98194,0.97319,0.99324,0.7574,0.94481,0.36879,0.97448,0.00064954,0.00064954,0.00064954
179,1024.5,0.61349,0.32434,0.85799,0.98112,0.98116,0.99241,0.75265,0.9585,0.37304,0.97365,0.00064756,0.00064756,0.00064756
180,1029.98,0.63099,0.32791,0.86526,0.98498,0.9761,0.99222,0.75231,0.95877,0.36739,0.97914,0.00064558,0.00064558,0.00064558
181,1035.3,0.6134,0.32568,0.85531,0.98497,0.97582,0.99238,0.74481,0.96585,0.38155,0.97484,0.0006436,0.0006436,0.0006436
