epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,97.1127,0.94406,0.47047,1.00197,0.93681,0.93257,0.9732,0.69009,1.09975,0.49417,1.03013,0.00091882,0.00091882,0.00091882
43,99.4721,0.9226,0.46721,1.00012,0.99094,0.97209,0.98648,0.70262,1.1148,0.42411,1.03421,0.00091684,0.00091684,0.00091684
44,101.679,0.92909,0.48461,0.99543,0.97534,0.97298,0.98675,0.69531,1.15504,0.44167,1.06596,0.00091486,0.00091486,0.00091486
45,103.866,0.93522,0.49681,1.0084,0.94685,0.97914,0.98605,0.68991,1.15386,0.45956,1.0637,0.00091288,0.00091288,0.00091288
46,106.06,0.93846,0.51184,1.00693,0.96385,0.98333,0.98853,0.68827,1.16406,0.44944,1.07604,0.0009109,0.0009109,0.0009109
47,108.252,0.93932,0.49084,1.01231,0.95585,0.9715,0.98962,0.69104,1.15917,0.47053,1.06431,0.00090892,0.00090892,0.00090892
48,110.438,0.94494,0.49127,1.00605,0.92955,0.93447,0.96882,0.65403,1.20851,0.54258,1.11017,0.00090694,0.00090694,0.00090694
49,112.637,0.95268,0.49384,1.0175,0.95218,0.95347,0.97298,0.68308,1.11348,0.47068,1.04827,0.00090496,0.00090496,0.00090496
50,114.849,0.91307,0.47239,1.00294,0.95963,0.95833,0.97464,0.68565,1.14076,0.47378,1.06466,0.00090298,0.00090298,0.00090298
51,117.025,0.90633,0.44533,0.99602,0.95623,0.96673,0.98411,0.69508,1.15247,0.44728,1.07605,0.000901,0.000901,0.000901
52,119.221,0.91104,0.45915,0.98952,0.98582,0.97273,0.98703,0.69757,1.10994,0.44115,1.05943,0.00089902,0.00089902,0.00089902
53,121.406,0.91064,0.45645,1.00792,0.98305,0.98213,0.98472,0.6741,1.18869,0.44272,1.08867,0.00089704,0.00089704,0.00089704
54,123.61,0.91894,0.47132,0.99977,0.98871,0.98333,0.99348,0.69862,1.11185,0.39342,1.04526,0.00089506,0.00089506,0.00089506
55,125.783,0.90097,0.44992,0.98569,0.98527,0.9768,0.99134,0.70342,1.0965,0.41939,1.03394,0.00089308,0.00089308,0.00089308
56,127.976,0.91016,0.44698,0.99683,0.98792,0.99167,0.9946,0.68845,1.17575,0.39201,1.05811,0.0008911,0.0008911,0.0008911
57,130.156,0.92371,0.44368,0.99385,0.99363,0.99491,0.995,0.70894,1.10761,0.37652,1.03581,0.00088912,0.00088912,0.00088912
58,132.349,0.89996,0.43794,0.99649,0.99355,0.99554,0.995,0.69201,1.13611,0.38941,1.05343,0.00088714,0.00088714,0.00088714
59,134.532,0.88229,0.44104,0.98975,0.99369,0.98993,0.995,0.71138,1.09886,0.38964,1.03645,0.00088516,0.00088516,0.00088516
60,136.732,0.87884,0.43288,0.97893,0.98066,0.98885,0.99424,0.68735,1.16948,0.40296,1.07718,0.00088318,0.00088318,0.00088318
61,138.907,0.89676,0.44692,0.99685,0.95687,0.96022,0.98745,0.68956,1.17397,0.438,1.09594,0.0008812,0.0008812,0.0008812
62,141.094,0.87034,0.41775,0.972,0.97091,0.97505,0.99174,0.70346,1.12302,0.41582,1.06859,0.00087922,0.00087922,0.00087922
63,143.29,0.85562,0.42695,0.97511,0.98381,0.97263,0.99211,0.68766,1.13782,0.40546,1.07278,0.00087724,0.00087724,0.00087724
64,145.477,0.85321,0.40862,0.97452,0.99379,0.9913,0.99424,0.67386,1.17004,0.41488,1.09868,0.00087526,0.00087526,0.00087526
65,147.646,0.86262,0.42627,0.97881,0.99314,0.98467,0.98981,0.68819,1.13451,0.40521,1.08663,0.00087328,0.00087328,0.00087328
66,149.835,0.85177,0.42558,0.97046,0.97061,0.99167,0.99157,0.67664,1.21375,0.41461,1.10521,0.0008713,0.0008713,0.0008713
67,152.019,0.88038,0.42511,0.98074,0.98456,0.96262,0.99011,0.70092,1.1302,0.41486,1.05886,0.00086932,0.00086932,0.00086932
68,154.198,0.86359,0.42259,0.97204,0.98843,0.9837,0.98825,0.69092,1.16525,0.41463,1.07669,0.00086734,0.00086734,0.00086734
69,156.359,0.90715,0.43918,0.99189,0.94662,0.98062,0.98416,0.68352,1.17005,0.45517,1.0876,0.00086536,0.00086536,0.00086536
